uniqueID	drugName	review	date
140674	Escitalopram	"I took 5mg for three weeks and the upped the dosage to10mg. That was 7 weeks ago. I had very few side effects with the initial start up or when the dosage was upped. The reason I upped the dosage was because I read where 5mg was not therapeutic. My anxiety has disappeared completely. However, I am having a problem with the fatigue. I am going to talk with doctor about taking it at night instead of morning. Possibly need to lower the dosage. My biggest fear is insomnia. I can deal with other side effects but insomnia makes me crazy. The fatigue is not every day but hit bad this afternoon. I am also weaning off clonazepam. I took .5 every other day for four months. This month was .25 every third day. Next month .25 every fourth day."	24-Sep-16
141989	Escitalopram	"I&#039;ve used Lexapro on and off for a few years and it has been great.  When getting onto the drug the side effects are minimal and were completely gone for me in a short period.  Good exercise nutrition are also essential for depression or anxiety."	8-Jul-09
141319	Escitalopram	"I&#039;ve started Escitalopram 10mg 2 weeks ago and felt great on day 3 &amp; 4, after that It stopped working. I&#039;m having a hard time dealing with that, because the feeling It gave me on day 3&amp;4 was the best I&#039;ve felt all my life. I upped the dose to 20mg now it&#039;s day 3 on 20mg and still nothing."	1-Feb-15
64034	Sertraline	"My internist prescribed me 25mg of Zoloft daily as an alternative to Wellbutrin. The side effects were not worth the benefit for me. In the seven weeks I faithfully used the med I suffered from severe fatigue, inability to orgasm, weight gain, acne, and chest heaviness. As a thirty-something, in-shape mother of two, I have zero time for naps so, fatigue was not a livable option for me. I&#039;m actually really surprised by the weight gain as I hit the gym daily. The pros of this medicine would be: my sweet tooth was non-existent. That&#039;s probably it."	17-Feb-17
72450	Tramadol	"Fantastic. I finally got immediate relief for my restless leg syndrome after suffering for many months and taking other medicines like Horizant. This one did the trick for my legs and I sleep well again."	8-Apr-12
64499	Sertraline	"No side affects for me."	7-Jun-16
96248	Sertraline	"I have been on Zoloft for the past two months.  In that time, I have been less angry and anxious.  However, I have gained 20 lbs.  I have had gastric banding surgery and I follow Weight Watchers.  I stay within my food intake guidelines and in the past month I have introduced exercise.  I was losing weight steadily at a healthy rate before I started on Zoloft.  Even though the medication is working to help my anxiety/OCD/and depression, I am willing to try another medication because the weight gain is one of the issues affecting my moods.  It may work for some, but I am finding more and more people who have had a drastic weight gain while taking the medicine."	8-Mar-12
95826	Sertraline	"I was a mean person. In came the VA doctor who said &quot; you need something that will calm you down&quot;. It started with 50 mg twice a day. That worked. I was a good guy again even the Doctor liked me. I had no side effects. About 6 months later my wife said you need something your getting mean again. I got mad, quiet Zoloft. Well I got real nasty quick. Wife called the doctor after 3 weeks. I got a call from VA nurse, telling me I had an appointment the next day. Needless to say I was put back on Zoloft after a huge argument with Doc and wife at the office. I left with prescription of 100 mg twice a day. Still no side effects. 5 years later I am still a nice guy. It&#039;s the best thing since breathing. "	1-Apr-14
141275	Escitalopram	"I&#039;ve struggled with anxiety and panic attacks since I was about 20. I&#039;m 31 now and it flared up again this year, so I started on 5mg of escitalopram after seeing my doctor. The first few weeks were really hard. I felt sick and had no appetite at all - great for weight loss! But not very nice feeling so nauseous. I also felt much much more anxious, really horribly panicky at times, I felt quite desperate. I&#039;d say it took 3-4 weeks to subside and since then I&#039;ve felt so so much better. I&#039;m calmer and more positive and less plagued by anxious thoughts all the time. I just feel like me again. It&#039;s quite an incredible medication &amp; I&#039;m so grateful that its there &amp; it works. The first few weeks are really hard but it&#039;s so worth sticking with it!"	3-Apr-15
127922	Phentermine	"I started 10/31/16...i am down 9lbs...i walk every day and eat ok....the key to your heart not racing ...cut the pill in half..take 1 at 6 or when you wake up the other at lunch.   Do not take after 2 pm"	17-Nov-16
138863	Phentermine	"I started taking this pill on 7/30/10. I&#039;m a 5&#039;4, 25 yr old female, my start weight was 144lbs. I&#039;ve been going to the gym, a minimum of 3 days a week (prior to the pills) 2-3 hr cardio classes. I was stuck on the same weight for a while, my eating habits aren&#039;t the greatest but not the unhealthiest either. I told my doctor that I had difficulties shaving off some pounds so she prescribed me the medication. During the first week or so I dropped 8lbs. I&#039;m at 136 lbs right now. My appetite has reduced immensely. I hardly desire to eat. I only eat small portions once or twice a day. The side effects that I have recently encountered for the past 3 days is a lot of dizziness (mostly when I stand up), light headed, some dry mouth (not too bad)."	10-Aug-10
128408	Phentermine	"At a starting weight w a new doctor 440 lbs. I tried adipex. I only took it a week before I stopped due to headaches, heart racing just getting up to go to bathroom. But with sheer willpower alone in one year I lost 120 lbs . After losing average 10 lbs a month my weight leveled out and I couldn&#039;t get but 5 lbs a month. So we decided to try Adipex again.  I started Aug 15 at 316 now Sept.13- 295lb.  This time no side effects I&#039;m exercising more and feeling great. Hoping for the best"	13-Sep-15
128120	Phentermine	"I started taking Phentermine in March of 2016. As of my doctors visit on 05/16/16, I have lost a total 23 lbs. My starting weight was 289 and I&#039;m currently 268lbs. The medicine does cause dry mouth, but after taking it for sometime it doesn&#039;t seem to bother me. I gained most of my weight after having my daughter who is now 4 years old. I decided to change my eating habits before taking the Phentermine. It has become a lot easier that way. My goal weight is 185. I will keep everyone posted as I continue this weight loss journey."	22-May-16
140813	Escitalopram	"I&#039;ve been on lexapro for months now but recently i have been experiencing bad nausea at night only. Im thinking about switching if it doesn&#039;t stop (night 3)"	15-Jun-16
96270	Sertraline	"I have been suffering from depression for 22 years. I am 41. Zoloft has helped me tremendously. I was always angry, tired, frustrated and had a hard time getting out of bed. With Zoloft I&#039;m more sociable, friendlier and appreciative of the things that seemed insignificant. Every story is different, try it for yourself."	29-Mar-11
96539	Sertraline	"I have been taking zoloft for about 2 months and it seems to be helping me with my temper and stress level.  I have lost about 10 lbs, which is great but I can&#039;t seem to be still. I&#039;m constantly moving my feet or legs. Very figidy."	10-May-08
95922	Sertraline	"My experience hasn&#039;t been great on sertraline. I have suffered greatly with mood swings, my sexual life was non existent, I had experienced signs of mania/ deep depression, and very odd stress disorders"	30-Aug-13
128189	Phentermine	"I started taking adipex on 11/14-4/15 and without diet and exercise I instantly lost 25 lbs. I weighed 150lb (only being 5&#039;2) , by the end of the first month I was down to 126lb , my goal being 125lb. I stopped for a while and ended up gaining all but 3lbs back. Now I am back on it and I&#039;m excited to see where I&#039;ll be a month from now. The side effects I have had both times is dry mouth, shakes, and short temper. I&#039;ll report back in about a month, maybe sooner."	31-Mar-16
214583	Escitalopram	"I had been taking Citalopram for over 6 years (20MG) when my doctor switched me to Escitalopram several months ago.  We started with 15MG, and it definitely helped, but my anxiety was still bad, so we decided to increase the dose to 20MG about 3 weeks ago.  I haven&#039;t had a panic attack since, but I am extremely lethargic and unmotivated.  I sleep 12-15 hours a day (I have a very flexible work schedule), and I&#039;m still tired and take naps during the day.  I make up any excuse not to do my work, and I have trouble getting myself to do ANYTHING, including going outside.  I won&#039;t even walk to the store if I really need something.  I&#039;ve always loved to sleep, but I used to be extremely self-motivated."	27-Nov-17
72521	Tramadol	"I have severe chronic fatigue. I have tried everything for relief. I have been taking Tramadol 50mg one per day for 5 years I have found this drug gives the most relief out of anything I have tried. I have no side effects at all. I would highly recommend Tramadol for anyone suffering from CFS."	5-Apr-10
138956	Phentermine	"This was wonderful for taking my mind off of food, helped reduce the stress of always focusing on what I was eating, calorie intake, and still not losing weight.  I found myself having to force myself to eat something, which was a huge contrast from eating because I was bored or stressed.  I found I was stressing over food all the time and by the end of the day I didn&#039;t want to think about it anymore more so I would just say the heck with it and eat without caring.  Now with Phentermine I have the will power with ease and don&#039;t even care if I eat and if I do it is a much smaller portion.  It is absolutely vital for success that you at least walk 20 minutes five times a week and reduce fried foods and eat more fruit and veggies."	11-Aug-09
127416	Phentermine	"As I mentioned in Part 1, the phentermine gave me so much ENERGY. I began cleaning my entire house. The only side affect I remember was a very dry throat. I&#039;ve only been on the pill for 4 days. I went to bed that night. I woke up with a rapid heartbeat. It scared me. I knew it was the phentermine. After the 2nd day, I haven&#039;t had any more rapid heartbeats waking me up out of my sleep. The pill causing me to drink more water than I usually do.(LOVE IT) I got on the scale today. SW 180lbs Nov. 8, 2017.  CW 175lbs Nov. 11, 2017. It really decrease my appetite. I haven&#039;t started exercising yet. I&#039;m just eating smaller portions."	11-Nov-17
141016	Escitalopram	"This medication was/is a life saver.  Took 2 weeks to adjust to it and about a month to feel its positive effects.  I would say it changed my life for the better BUT I now realize my weight gain over the 2.5 years is due to the medication so I will try to wean off.  I also slept beautifully on it, but too much."	27-Jan-16
34265	Tramadol	"I&#039;ve been taking tramadol for 2 years. I like it so much better than narcotic pain relievers. I don&#039;t feel awful, eyes arent heavy and not sleeping around the clock. I don&#039;t have any side effects I don&#039;t get buzzed and my pain level is tolerable and I don&#039;t dread work because of pain. I do not have health insurance available to me at the present time and its not that expensive. I would recommend this before narcotics. I have tried otc medicines without any relief. Thank you tramadol."	10-Sep-08
140662	Escitalopram	"I was experiencing bad anxiety and was on cymbalta.  My Dr switched me to escitalopram and it did not help at all. I am still  on it and now on clonazapam. The clonaz helps my anxiety 100 percent but now my depression, especially the physical symptoms like over sleeping, not wanting to eat, diarrhea, full blown depression.  Cymbalta helped all of that so now I am seeing my Dr to go back on the Cymbalta, which really helps my depression and the physical pains of it, as well staying on clonazapam.  I feel like I&#039;m in a black hole and can&#039;t get out. It&#039;s scary. I want to shake it and I just can&#039;t.  See my Dr this Tuesday thank goodness.  Hope to feel better soon."	25-Mar-17
64362	Sertraline	"I&#039;ve been on 100 mg of Zoloft for 13 years now--though not a perfect fix, it&#039;s helpful, and I&#039;m very thankful for this drug.    Anxiety runs in my family but was never discussed.  I&#039;m 47 now, looking back I realize that wisps of it ran all through my childhood and youth- I &quot;self-medicated&quot; with alcohol and smoking.  It peaked when I was pregnant and 9/11 went down--midwife urged me to try meds, but I was very stubborn.  I wanted to do it &quot;on my own.&quot; After months of struggle and desperation, I finally gave in. It helped. I could parent and function again.  A couple times since, I&#039;ve tried  to wean myself off  but never successfully--always needed it.   Now I&#039;m at mostly at peace with needing zoloft--wish I didn&#039;t, but I do, and it helps."	31-Jul-16
63803	Sertraline	"this drug gives a huge boost of mental energy and confidence and is very effective for social anxiety. The downside is that is reduces your appetite and libido, and it makes you feel jittery at its peak. Insomnia is a problem when just beginning but you get used to it after a few days."	17-Oct-17
139101	Phentermine	"I agree this product will make you drop the pounds. I took it a few years ago to lose weight after having a baby. In 6 weeks I lost 17 lbs. I have gained that wieght back plus more. I&#039;ve decided to try it again. I have so much energy I can&#039;t sit still. The down side is I can&#039;t concentrate. I&#039;m very moody. I can&#039;t fall asleep for at least an hour after going to bed. Sometimes I can feel my heart beating to fast. If I don&#039;t start showing serious weight loss I may stop taking it because of all the side effects."	6-Feb-09
64620	Sertraline	"Normally I would never write a review on a drug, but I&#039;ve had such a positive experience with sertraline that I really want to help others with my experience. I&#039;ve always suffered with severe anxiety &amp; low mood, particularly in winter. I had a rough time with my PhD not going to plan several months ago &amp; started to feel worse and worse, feeling anxious and panicky all the time. After cbt failed to work, I finally agreed to try sertraline. I was terrified of taking drugs, terrified of side effects and feeling worse. Started on 50mg, had a little nausea and anxiety but not too bad. After 3 weeks my doctor upped me to 100mg. 3 months later &amp; my anxiety has almost entirely gone &amp; my mood is always good! I&#039;m so happy I gave this drug a chance!"	4-Feb-16
71848	Tramadol	"Worked quickly and effectively for my sciatica."	13-Mar-16
128878	Phentermine	"I took Fastin this morning and within 30 minutes, my heart was pounding so hard I thought I was going to throw up. I don&#039;t like the way it made me feel. "	28-Jun-14
71666	Tramadol	"Helps tame the nerve pain associated with syringomyelia, a chronic spinal cord condition that is very painful"	14-Apr-17
128784	Phentermine	"I&#039;m a 18 year old female, my entire life I&#039;ve always been overweight and I wasn&#039;t able to lose it, it didn&#039;t bother me until I gained 40 pounds in less than a year due to being on birth control. I went from 175 lbs to 215, that&#039;s when being overweight caught up to me. I wasn&#039;t noticing how much the way I looked changed. Until I went clothes shopping and I couldn&#039;t fit into a size 16. That was when I went to my doctor and he recommended Phentermine, It has been almost 3 months and so far I&#039;ve seen nothing but positive results, I lost 31 ponds so far and still going! I bought a size 13 mini skirt, it was too wide! I haven&#039;t fit into a size 11 since I was 15. I strongly recommend it, because of it I smile every time I look in the mirror now."	30-Jan-15
97041	Ambien	"I have fibromyalgia so I wake up in pain this allows me to rest. "	10-Jan-14
128915	Phentermine	"My experience was this. I was practically dying. My body was giving up. My blood pressure was 205. Pre-diabetic. LDL off-the-charts. I had joint pain, could not concentrate, acid reflex, headaches constantly to migraines, could not sleep, in dead of winter I was always too hot, would walk outside at 2am in shorts just to cool down, snoring, could not get any complete rest, and many more. I found this YT site from a Dr. William Davies, Wheat Belly. I instantly decided to quit eating ALL wheat and grains. You will be happy you did. Then I went on Phentermine 37.5mg. I was 315. Since 1/15 to 5/12, I have lost 60 pounds. I&#039;m still losing. You will find out that you need to drink lots of water because it will be difficult to urinate."	12-May-14
34145	Tramadol	"I found this drug to have very little effect on my fibromyaliga, even when I used the maximum dose prescribed by my doctor."	26-Jun-09
141809	Escitalopram	"About 3 years ago I was on Lexapro 10mg, then I was off. Then about 9 months ago I was on Lexapro 10mg again then up to 20mg but my libido pretty much became non existent. I had weight gain, I tried working out but it didn&#039;t help the problem. It worked with my anxiety but after a while I felt like it was wearing off and I was becoming accustomed. I had lost my job and had no insurance so I couldn&#039;t afford my Lexapro, so I was cut off up until about 3 days ago. The withdrawals were INSANE, I had so many attacks and brain zaps I really wanted to crash my car into incoming traffic, I would have my mom come pick me up while I would park on the side of the road."	23-Nov-10
142069	Escitalopram	"I have been on Lexapro for almost 5 months now and I am doing great. It has really helped a lot. I don&#039;t have the negative thoughts like I did and I can actually have positive thoughts. The only downside that I see is the drowsiness. But I am super sensitive when it comes to medicines that &quot;can cause drowsiness&quot;. I can function but I go around yawning a lot. That is getting better though. I have tried taking it before bed to see if that would help."	28-May-08
64919	Sertraline	"i am a Desert Storm veteran and for years i have suffered at the hands of depacote, lithium and wellbutrin (one after the other) and i just felt more and more miserable and doomed. then my doctor prescribed zoloft 2 years ago and it literally saved my life. now i am able to function normally and am really enjoying my life for the first time in 2 decades. it is my life saver and has changed my life forever. before zoloft i felt so depressed and hopeless. thank you, you have given me my joy in life back!"	25-Mar-15
64048	Sertraline	"It&#039;s so difficult looking at reviews because so many are negative. I have moderate depression and generalized anxiety disorder. I started taking antidepressants pretty young maybe 6th or 7th grade. I took lexapro, Prozac, and something else before I got on Zoloft. I just recently got off Zoloft to see how I&#039;d do without it and so far I&#039;ve been okay. Anyways, Zoloft was practically a life saver for me. I&#039;m not sure if I have experienced any of the side effects, but if I have they obviously didn&#039;t make much of a difference.  This review is here to say don&#039;t be scared to take Zoloft it might be the perfect drug for ya!"	7-Feb-17
64785	Sertraline	"I have been on this drug for 5 weeks now and i finally acquired myself. Though i had this panic attack all of a sudden, and i did not even know what panic attack is. I went for all types of heart tests etc before someone suggested to see a psychiatrist.I found the courage to go to a psychiatrist and he prescribed this med. I used to feel sad, unsure and even sort of lost at times.Good that i went to this doc without waiting for the symptoms to go on their own as one doctor had advised. I feel so good now. The reason of my posting here is that i used this forum to know about this drug and i also want to add my experience so others are also helped."	30-Jun-15
71667	Tramadol	"I began taking tramadol for very severe cramps during my period, and not only did it make the pain stop, it made me more productive and greatly helped my mood. I&#039;m lucky in that it does not require a prescription where I live so I can buy it from my pharmacist. I take it along with Chinese herbs that really helped save my life ( TCM views depression as being a lack of life force or &#039;jing&#039;) and the combo of he shu wu, schizandra, and tramadol have done wonders for improving my quality of life. Tramadol is however habit inducing and the withdrawal can suck. I get essentially really bad restless leg syndrome when I&#039;ve gone off of it, to the point where I can&#039;t sleep."	13-Apr-17
139274	Phentermine	"I started Adipex in 2006 weighing in at 215lbs and used it for 2 months, got down to 185lbs, which is less 30 lbs. I stopped taking it and gained 15lbs, give or take. I started it again 2 days ago at 196lbs and weighed in today at 189lbs. The positive thing is I crave water, and since I am never hungry I eat healthy because I don&#039;t want to eat anything. "	9-May-08
127531	Phentermine	"I started this on 8/11 at 274.4 lbs (female 5&#039;6&quot;) and today I am down 4 pounds to 270.4lb. The first day I felt like a tweaker, and had nausea in the morning but I realized it was another medicine I take also making me sick, so today I felt fine. I got a normal lunch portion, and 1/4 of the way through I was done. I haven&#039;t thought about food at all. I&#039;ve made a conscious effort to lower my carb intake to try to get the best results. I had already changed my lifestyle before starting this medicine which I feel will continue to give me better results. It will make you very thirsty so plan on spending a lot of time in the bathroom and refilling your water. I will check back in at the end of the month! Super excited for this little boost!"	14-Aug-17
140992	Escitalopram	"I started feeling the calming effects of Lexapro after about three weeks. I&#039;m high-achieving, driven, and I love being productive and challenged. Episodes of depression have made dealing with everyday life somewhat difficult, mostly due to the insomnia that comes with depression/anxiety. I was having difficulty sleeping for about a week when I broke down and spoke with my doctor. I was prescribed Lexapro and my symptoms are almost entirely alleviated. I work midnights so I take Lexapro at around 3:00 PM. The first week I had very bad headaches and felt dizzy. I took 5 mg instead of the 10 mg which decreased the intensity of the headaches, and again, the side effects subsided pretty quickly. In addition to this, I lost eight pounds."	11-Mar-16
140612	Escitalopram	"I was once you, anxiously reading reviews for Lexapro. I began getting severe anxiety and mild depression and my doctor recommended 10mg of Lexapro. I have never liked taking drugs, but I felt like it was my only choice.  The first 2-3 weeks my experience worsened. Every side effect you could have, I had. Drowsiness, sleep problems, nausea, vomiting, decreased libido, constant yawning, the list goes on. However it started to lighten up every week. By Week 6, every side effect was gone.  11 months later and I&#039;m still on 10mg and I can&#039;t explain how much my life has improved over the past year. My life is back. I&#039;m happier than ever and enjoying every aspect of life again. It may be hard at the start, but it&#039;s worth it. I believe in you! peace"	30-Jan-17
127737	Phentermine	"I lost 70 lbs in 6 mos. on Phentermine 37.5 . I had to have surgery and the surgeon required me to come off of it 3 weeks prior to the surgery and 3 weeks post surgery, then I had some complications following my surgery... I gained 23 lbs back which was very disappointing.    I just picked up my new prescription today and can&#039;t wait to get started again! The only side effect I had in the past was the first 3-4 nights I had trouble sleeping.After that no problem!But the main key is drink plenty of water ! It does really work and you are not hungry!"	17-Mar-17
71882	Tramadol	"I was in a car wreck with whiplash. eye sensitivity, pain from mid back of head down spine to below shoulder blades, and out to both shoulders, and involving full lumbar area. Doctors put me on this stuff for the intense pain. I took it for two days, hoping it would help. OMG it double-downed my pain. I wanted to kill anyone and everyone, walls, sheets, everything that got in my way or accidently pissed me off. Called the doctor and literally growled at her about how much I hurt. I expected double pain to some extent after that kind of a shake up but this was beyond acceptable and as soon as it was out of my system I still hurt but was back under 10 on that 1 to 10 scale."	5-Jun-16
128634	Phentermine	"My wife started taking Adipex in December of 2014, she finished it up through April 2015 and went from 187 lbs to 152 lbs.  She kept to the same 1200 calorie diet she has always done for almost two years, and she works out on a variety of fitness classes to running an hour on a treadmill 3-4 times a week.  It is 6/14/15 and I weigh 288 lbs and I am 5&#039;10&quot;. I work out 4-5 times a week doing exercises like basketball twice a week for two hours and running two other times a week and lifting twice a week. So I am at the gym 5-6 times a week.  Now that it is summer I plan on working out for an hour in the morning 3 times a week of cardio and lift at night."	14-Jun-15
64505	Sertraline	"Over the last 15 years ive had depression in bouts and accompanied by OCD &amp; anxiety, heightened after the birth of my daughter in 2013. I was convinced she would die, suffered panic attacks, sickness and the lowest low I&#039;ve ever experienced. I wanted to die, convinced that she would be better off without me. Every day was hell. My friends &amp; husband forced me to go to the doctor, who listened to me, diagnosed and prescribed. I&#039;m just finishing month 5 and can honestly say that combined with intensive therapy to help me address what caused the issues I&#039;M HAPPY!!!!!! Its not been easy but stick on it. Yes the nausea at the beginning wasn&#039;t great but it lasted a few weeks. I&#039;m sleeping again, have lost weight and am learning to love me."	31-May-16
71685	Tramadol	"I was prescribed Tramadol in the early treatment of my autoimmune disease when my pain was so intense I was bed ridden. It was a complete joke. It did nothing! Taking 4 Advil gave me more relief than Tramadol (took my pain down from a 10+ to an 8). Luckily, I was switched to a schedule II med and now I am a fully functioning person. I think the drug company needs to do additional HUMAN research on this drug and NOT on mice/animals. In reading the reviews, I see that it does work for some people but for others it&#039;s basically a tic tac with the side effects of addiction."	19-Mar-17
128683	Phentermine	"I started taking phentermine about 5 weeks ago or 6 weeks to be exact I started at 176 and now thank god I&#039;m 152 I have a couple more To go but this really suppresses the appetite."	6-May-15
128602	Phentermine	"I started taking phentermine 37.5 today. I have read a lot of comments here, but I don&#039;t think I have read of anyone else taking topiramine with the phen.  This is my first time on either drug and am pretty impressed so far. I have had little to no appetite today and have had to force myself to eat. I am diabetic, so I am no stranger to carrying a bottle of water. Any suggestions to help me get the most out of phen would be greatly appreciated."	23-May-15
97141	Ambien	"Took my first Ambien last night at 10. Started with half like my doctor said. Took the other half at 1am since first half obviously didn&#039;t work. Here I sit at 5:30am and my eyes still haven&#039;t closed. Only difference with me is that when I didn&#039;t take I sleep a couple of hours and feel fine. Taking Ambien I don&#039;t sleep at all but feel tired!"	27-May-11
63909	Sertraline	"I was skeptical about anti-depressants for a long time and decided to take them only as a last resort. I&#039;ve been on 200mg of Zoloft for about 6 months now and the results are fantastic. I&#039;ve had a tremendous improvement in mood, energy, and all around motivation to get up in the morning. I have also had zero side effects. Unless something changes I will continue to take this medication and recommend it to others as well."	9-Aug-17
96290	Sertraline	"I have been using Zoloft for about 9 years now. I&#039;ve tried most anti-depressants since I was about 21. I&#039;m 37 now.  I wouldn&#039;t recommend Zoloft to those under 25 as it worked better for me in my late 20s.  It doesn&#039;t cause weight gain which is good.  I don&#039;t have much of an appetite so I have small amounts of food which satisfy me.  At the start I got the normal side effects, diarrhea, agitation, sweating, etc. but it tends to get better over the years.  My worst time for depression was a week before my period so I just take a higher dose and it helps me a lot.  A friend of mine has started Pristiq (Desvenlafaxine) and she says its fantastic.  So much more energy which I&#039;m after as Zoloft doesn&#039;t give me much energy at all."	3-Oct-10
141656	Escitalopram	"This medicine is a life saver.  I was diagnosed with anxiety/panic disorder in the spring of 2011, and I was on 30mg for a year.  The only side effect I had was lack of sex drive/ability.  Because of this, I weaned off it, and all of my anxiety and panic attacks came back.  I was miserable for about 2 months until I went back on it.  I&#039;ve tried Zoloft, Remeron, and Wellbutrin, but Lexapro is the only one that worked for me.  I had zero panic attacks on Lexapro and enjoyed life.  I am currently back on 10mg and will be moving up to 20mg shortly.  Everyone&#039;s experience differs with these kinds of medicines, but my advice is: stay on it.  The first few weeks might be rough, but as long as the side effects aren&#039;t terrible, give it time."	11-Aug-12
128504	Phentermine	"Hi everyone I am 27 years old with an 18 month old little girl. My starting weight was 191 and I&#039;m 5&#039;4.  I started taking phen on 8-1-15 so 1 week ago and I&#039;m already down to 182. I am also working out 4 days a week and trying my best to eat healthy. Hoping for 60 more pounds to be at my pre baby weight. Wish me luck "	9-Aug-15
141026	Escitalopram	"I had suffered with mild depression for quite a few years, The Dr. had prescribed several anti-depressants over the years, with mild effectiveness, so I stopped taking them. When I was in my mid 30&#039;s, I had an episode where I thought I was having a heart attack. After going to the ER, I was diagnosed with having panic disorder. I was totally embarrassed and thought I was being a hypocondriac. These panic attacks continued on and on. I had enough, and told my Dr. about it. She prescribed Lexapro. I reluctantly took it, thinking it would be like the others.I was totally wrong. I finally felt like my true self....not afraid, or anxious and no more panic attacks! I can finally live my life without fear. So thankful for this medication."	25-Nov-15
34252	Tramadol	"I was prescribed this to help with RA and Periphreal Neuropathy in my feet. My script is 50mg, I take one at night. I also take Gabapentin 300mg at night. The pain is much better, but I have horrible hangovers. I don&#039;t know which is the problem, but I don&#039;t want to stop because my pain is tolerable now. "	9-Nov-08
128344	Phentermine	"I have been off of my Vyvanse for 5 months now in a trade with my physician to help lose weight. I started out at 260. Each month my doctor would come up with an excuse to not put me on Phentermine. The other day she mentioned how this could not be taken along side with Vyvanse. I reminded her that I gave that up months ago in order to get something for weight loss. I have back injuries, require right hip replacement and double knee replacement. They said I was not a candidate for any replacements due to my weight, the weight I gained waiting for Phentermine. Now I weigh 319 and can barely get around. Thanks Doc!!! I pray this helps me!"	28-Nov-15
138645	Phentermine	"I started taking Adipex-P on October 21, 2012. My starting weight was 267 and I&#039;m a 5&#039;2&quot; 22 year old female. When I went back to the doctor 6 weeks later I weighed in at 247... so 20 lbs in 6 week. I almost started crying in the doctor&#039;s office. I have never in my life been told that I had lost a good amount of weight (maybe just a pound or two at checkups which probably had mostly to do with clothing or water weight). The second time I went back I weighted in at 231. Totaling 36lbs. All of which I wasn&#039;t exercising. I had dry mouth a lot and no interest in food what so ever. Now on my home scale about a month since weighing in last time I am down to about 225. 42lbs in 21 weeks =)"	15-Mar-12
72535	Tramadol	"I have used Tramadol for about 2 weeks for knee, lower back, leg &amp; foot pain. It has been of slight to moderate help, but nothing to brag about.The main side effects were constipation and dry mouth. I had nausea the first 2 times, but didn&#039;t take with food. Have no nausea or lightheadedness when taken with food since then."	12-Feb-10
72149	Tramadol	"I&#039;ve tried over 13 medications for anxiety and none have worked not even the popular benzodiazepines. I tried 100mg of Tramadol and I felt the weight lifted from me. I felt like I could breath easier and relaxed.  It&#039;s the only thing that has worked. I&#039;m looking for a doctor now who has experience with long term use or perhaps a doctor that can recommend a medication knowing that Tramadol works for me."	14-Feb-15
138855	Phentermine	"I started using phentermine 7/17/10. My starting weight was 235lbs. It took me a year to get to 235 from 248. I find that ridiculous... a year to lose 13 pounds. So as of today (wk 5) I am down to 216lbs. I love having to remind myself to eat instead of eating just because I feel like it or out of boredom. I do cardio for 35 min 5 days/week plus warm up/cool down walk for 10 min. I have a 1300 calorie per day limit but I stay well below due to having no appetite."	25-Aug-10
139271	Phentermine	"I have been taking phentermine for 3 weeks, and have lost 10-15 lbs. It has increased my energy level substantially.  I went off of it for 3 days and saw a little bit of a difference with my appetite and energy, but also had tubal ligation during that period.  I have not noticed any side effect last longer than a few days. Great appetite suppresant."	13-May-08
63835	Sertraline	"I&#039;ve been on Sertraline since June and now it&rsquo;s November. So let&rsquo;s call it 5 months.   I started off very small dosages. Eventually increasing all the way to 150mg a day (which I&rsquo;m on now).   I&rsquo;m 34, Male. The side effects make it very very difficult to ejaculate and very, very hard to have a good nights sleep. Both problems are a direct result of the Sertraline.   The positive side - less frightened and less scared. Less anxiety. Less depressed. I actually feel good. I do not think I&rsquo;m &lsquo;high&rsquo; or &lsquo;delusional&rsquo;. I am still 100% my normal self but my fears and worries and low mood seem to have went way down. I actually look forward to waking up now. hope it lasts. Starting these was definitely the right thing to do."	18-Nov-17
64707	Sertraline	"This is my second bout of anxiety and depression in 2 years, 2 years ago I was prescribed citalapram and I dealt with it and finally got myself back on track and ended up stopping the citalapram but sure as anything the depression and anxiety returned this time 2 years later  the doctor prescribed me sertraline 50mg. OMG for any of you that haven&#039;t had depression before don&#039;t accept how this drug makes you feel, I had 1 tablet and I felt so bad - worse than I felt without it. This isn&#039;t normal after going through this before I know how you should feel. I&#039;ve never had a medication so harsh that makes you feel so bad, as I said citalapram is what I took last time and tomorrow I&#039;m back to the doctors to get some cos this stuff is just harsh."	20-Oct-15
71953	Tramadol	"Like many of the reviewers here I discovered the benefits of the medicine for depression by accident. It had been prescribed for back pain after I hurt by back lifting a heavy bag out of the car trunk at the airport. Yes, it helped in a with the back pain from  the injury but it totally destroyed my depression immediately. It works in less than 1 hour and you will feel uplifted and hopeful .If you suffer from depression talk with your Dr.  about Tramadol. Plain and simple...it works and works fast. No kidding this is a depression killer."	26-Jun-15
141424	Escitalopram	"Once I got over the nausea, I loved how it helped me feel more human."	30-Jan-14
138700	Phentermine	"Hello this is a follow up, I posted on here on 1-17-12 while I was at a 44 lbs total weight loss. I did stop taking this medication for a month so I could get full effect again. I started back on it about a week ago. I wanted to note that I did not gain anything back on the month I was off of it. And my eating habits were easy to keep. Also as of today I am at 230 lbs. Now at a total weight loss of 53 lbs. Still loving it."	29-Feb-12
